Date,Latitude,Longitude
01/01/2013 05:07:00 AM,42.015736136,-87.698005588
01/01/2013 03:00:00 AM,41.968591226,-87.691653111
01/01/2013 01:32:00 PM,41.904187585,-87.663854715
01/01/2013 01:20:00 PM,41.775089973,-87.667772584
01/01/2013 02:00:00 AM,41.973020907,-87.688321032
01/01/2013 02:10:00 PM,41.902763437,-87.715271349
01/01/2013 01:40:00 PM,41.766343251,-87.610441476
01/01/2013 02:00:00 AM,41.68771896,-87.714892002
01/01/2013 01:30:00 AM,41.893851746,-87.629713092
01/01/2013 02:08:00 PM,41.89665042,-87.767116546
01/01/2013 01:50:00 PM,41.758214815,-87.624119338
01/01/2013 03:05:00 AM,41.874807994,-87.7580895
01/01/2013 03:25:00 PM,41.678757453,-87.631091018
01/01/2013 12:40:00 PM,41.816647623,-87.615958344
01/01/2013 02:56:00 PM,41.874225337,-87.735880575
01/01/2013 02:30:00 PM,41.897874329,-87.713952097
01/01/2013 01:40:00 PM,41.845564127,-87.707505697
01/01/2013 03:22:00 PM,41.840054522,-87.718337598
01/01/2013 02:50:00 PM,41.854864309,-87.724846958
01/01/2013 03:35:00 PM,41.859860787,-87.7103618
01/01/2013 02:00:00 AM,41.783455232,-87.613274211
01/01/2013 03:00:00 AM,41.907455792,-87.667600763
01/01/2013 08:30:00 AM,41.90531882,-87.721513761
01/01/2013 01:00:00 AM,41.794054607,-87.757455285
01/01/2013 03:15:00 PM,41.800414479,-87.647742572
01/01/2013 03:30:00 AM,41.871833288,-87.653629202
01/01/2013 03:55:00 PM,41.702184266,-87.628148311
01/01/2013 08:00:00 AM,41.837188068,-87.641390734
01/01/2013 01:55:00 PM,41.978858423,-87.672981029
01/01/2013 08:00:00 AM,41.911151209,-87.63598179
01/01/2013 06:00:00 AM,41.932577941,-87.657523394
01/01/2013 02:15:00 PM,41.802896506,-87.606425428
01/01/2013 03:50:00 PM,41.798496258,-87.696374776
01/01/2013 03:55:00 PM,41.881205771,-87.761572085
01/01/2013 03:05:00 PM,41.894961975,-87.751054963
01/01/2013 02:50:00 PM,41.778583628,-87.68362251
01/01/2013 12:01:00 AM,41.897198388,-87.65689379
01/01/2013 03:00:00 AM,41.740094217,-87.675326708
01/01/2013 02:50:00 PM,41.654853789,-87.542306324
01/01/2013 04:15:00 PM,41.938301588,-87.686447393
01/01/2013 02:45:00 AM,41.731353669,-87.555436657
01/01/2013 02:00:00 PM,41.686374783,-87.658414812
01/01/2013 02:40:00 PM,41.742710224,-87.634088181
01/01/2013 01:30:00 PM,41.722160157,-87.657835334
01/01/2013 02:55:00 PM,41.779071875,-87.696321389
01/01/2013 03:20:00 PM,41.79771831,-87.620922418
01/01/2013 02:30:00 PM,41.865541907,-87.768294247
01/01/2013 03:30:00 PM,41.894844764,-87.76601592
01/01/2013 01:30:00 PM,41.898319597,-87.704989011
01/01/2013 04:30:00 PM,41.786224136,-87.651028829
01/01/2013 12:30:00 AM,41.932134058,-87.692092155
01/01/2013 03:50:00 PM,41.797416391,-87.620914759
01/01/2013 07:00:00 AM,41.768069936,-87.666331217
01/01/2013 02:00:00 PM,41.823105175,-87.619969671
01/01/2013 03:35:00 PM,41.905643713,-87.643278626
01/01/2013 01:25:00 PM,41.911136607,-87.695788861
01/01/2013 01:00:00 AM,41.742277646,-87.71567689
01/01/2013 03:00:00 AM,41.86179475,-87.736051372
01/01/2013 01:00:00 AM,41.891948167,-87.628073894
01/01/2013 02:00:00 AM,41.926344407,-87.73755529
01/01/2013 01:30:00 AM,41.942515959,-87.655400516
01/01/2013 03:50:00 PM,41.759331691,-87.630810679
01/01/2013 04:45:00 PM,41.956853067,-87.765400117
01/01/2013 04:38:00 PM,41.881010897,-87.764882429
01/01/2013 04:59:00 PM,41.880397449,-87.753063657
01/01/2013 03:40:00 PM,41.879690601,-87.731430526
01/01/2013 04:30:00 PM,41.769414023,-87.661515135
01/01/2013 04:22:00 PM,41.897761801,-87.713949511
01/01/2013 08:00:00 AM,41.834650079,-87.616847182
01/01/2013 04:45:00 PM,41.899279532,-87.641859508
01/01/2013 12:00:00 PM,41.821255232,-87.619920499
01/01/2013 04:30:00 PM,41.889203579,-87.631600408
01/01/2013 04:50:00 PM,41.776529755,-87.680999926
01/01/2013 06:00:00 AM,41.804734675,-87.683750825
01/01/2013 01:00:00 PM,41.911726433,-87.796069682
01/01/2013 12:30:00 PM,41.824445191,-87.671447897
01/01/2013 12:01:00 AM,41.756042508,-87.619877189
01/01/2013 04:15:00 PM,42.019463558,-87.682478942
01/01/2013 03:15:00 PM,42.003539877,-87.671107027
01/01/2013 04:41:00 PM,41.909770708,-87.735196552
01/01/2013 04:08:00 PM,41.770472255,-87.657123427
01/01/2013 01:00:00 AM,41.92622364,-87.768501408
01/01/2013 03:00:00 PM,41.919548355,-87.727855744
01/01/2013 02:13:00 PM,41.926287021,-87.785547998
01/01/2013 01:15:00 PM,41.903077492,-87.683673325
01/01/2013 05:00:00 PM,42.019385566,-87.673147017
01/01/2013 05:30:00 PM,41.973775975,-87.841995063
01/01/2013 05:27:00 PM,41.879152319,-87.703215949
01/01/2013 02:45:00 PM,41.7984211,-87.687826752
01/01/2013 05:00:00 AM,41.804591113,-87.645420359
01/01/2013 04:45:00 PM,41.903565934,-87.691966667
01/01/2013 02:00:00 PM,41.837790709,-87.729236189
01/01/2013 05:15:00 PM,41.818674781,-87.633614584
01/01/2013 05:50:00 PM,41.906623511,-87.769453017
01/01/2013 04:20:00 PM,41.895681406,-87.692890346
01/01/2013 05:40:00 PM,41.937798243,-87.725926299
01/01/2013 12:01:00 AM,41.938449891,-87.806761504
01/01/2013 05:55:00 PM,41.881883933,-87.640060441
01/01/2013 05:25:00 PM,41.880775433,-87.627029031
01/01/2013 02:00:00 PM,41.74870164,-87.652001643
01/01/2013 03:00:00 PM,41.736269116,-87.627768243
01/01/2013 05:05:00 PM,41.757551346,-87.611445429
01/01/2013 04:43:00 PM,41.740836656,-87.638743647
01/01/2013 06:45:00 PM,41.8926701,-87.628106353
01/01/2013 02:30:00 AM,41.763699338,-87.561332296
01/01/2013 02:00:00 PM,42.017027511,-87.681650032
01/01/2013 05:00:00 PM,41.861226784,-87.658286252
01/01/2013 05:17:00 PM,41.76680404,-87.605619683
01/01/2013 05:15:00 PM,41.880487595,-87.745964635
01/01/2013 06:45:00 PM,42.01937388,-87.671594138
01/01/2013 06:00:00 PM,41.860847926,-87.693249069
01/01/2013 06:45:00 PM,41.885487535,-87.726422045
01/01/2013 02:30:00 PM,41.880212228,-87.690456007
01/01/2013 10:00:00 AM,41.730165631,-87.543804638
01/01/2013 06:30:00 PM,41.730076841,-87.616504714
01/01/2013 05:53:00 PM,41.905833996,-87.638427474
01/01/2013 06:00:00 PM,41.938650783,-87.760452773
